"","V1"
"Vital_E[15,18)",0.527045461907411
"Vital_E[18,20)",0.833917753910787
"Vital_E[20,22)",1.06259772603421
"Vital_E[22,)",1.44280079027644
"Age[49,59)",0.63275744004267
"Age[59,67)",1.00489877439216
"Age[67,75)",1.30766397916026
"Age[75,)",1.82616921480633
"Lab_H[1,2)",0.456039519570662
"Lab_H[2,3)",0.902439448660322
"Lab_H[3,)",1.42435059463751
"Lab_K[19,30)",0.520772668260424
"Lab_K[30,42)",0.795934575550867
"Lab_K[42,)",1.12727715780592
"Lab_K[8,19)",0.266678248379041
"Lab_B[11,13)",0.292371536926859
"Lab_B[13,15)",0.612583312170084
"Lab_B[15,17)",0.79975494308316
"Lab_B[17,)",1.21153924152488
"Vital_A[73,82)",0.484993635367295
"Vital_A[82,89)",0.729397640282449
"Vital_A[89,99)",0.925095597044861
"Vital_A[99,)",1.3594026016766
"Lab_G[11,13)",-0.648505416552638
"Lab_G[13,)",-1.06467100118787
"Lab_G[9,11)",-0.361839776046697
"Vital_B[105,115)",-0.23205460913334
"Vital_B[115,123)",-0.394943029868525
"Vital_B[123,133)",-0.418449649229608
"Vital_B[133,)",-0.618035708646291
"Vital_C[52,59)",-0.179485210464348
"Vital_C[59,64)",-0.311526954737664
"Vital_C[64,71)",-0.368034060110343
"Vital_C[71,)",-0.679718899892905
"Lab_M[10,14)",0.341936320475285
"Lab_M[14,19)",0.450360050938104
"Lab_M[19,)",0.695362014365121
"Lab_M[4,10)",0.178413192486145
"Lab_C[20,23)",-0.0669323179725401
"Lab_C[23,25)",-0.0864639509399533
"Lab_C[25,28)",-0.0485781466462181
"Lab_C[28,)",-0.00998276673768129
"Lab_J[4,5)",-0.207143056104968
"Lab_J[5,)",-0.536742592438774
"Lab_F[28,31)",0.0738811644393705
"Lab_F[31,34)",0.153450175615366
"Lab_F[34,38)",0.190052111468321
"Lab_F[38,)",0.379840648160573
"Vital_D[69,76)",0.1367053619365
"Vital_D[76,82)",0.188124662871485
"Vital_D[82,88)",0.287186503795262
"Vital_D[88,)",0.324276914553018
"Lab_I[130,196)",-0.196196029130553
"Lab_I[196,258)",-0.363006250568382
"Lab_I[258,327)",-0.419398170903095
"Lab_I[327,)",-0.65581557087799
"Vital_F[36,37)",-0.196018597379093
"Vital_F[37,)",-0.350462482740573
"Vital_G[95,97)",-0.0930521242891773
"Vital_G[97,98)",-0.0864227623034533
"Vital_G[98,99)",-0.185555039377955
"Vital_G[99,)",-0.166376517442164
"Lab_A[103,129)",0.0784301703049565
"Lab_A[129,149)",0.14260655698133
"Lab_A[149,174)",0.165591084068457
"Lab_A[174,)",0.18557317391756
"Lab_L[135,137)",-0.0341078617591596
"Lab_L[137,139)",-0.0597572110912376
"Lab_L[139,142)",-0.0797140837120511
"Lab_L[142,)",-0.125654421424955
