"","V1"
"Vital_E[15,18)",0.552485789914169
"Vital_E[18,20)",0.861644087937481
"Vital_E[20,22)",1.07078352899817
"Vital_E[22,)",1.47727850292038
"Age[49,59)",0.596955405192688
"Age[59,67)",1.02366140528114
"Age[67,75)",1.28179915212968
"Age[75,)",1.83362957800219
"Lab_H[1,2)",0.51567200339024
"Lab_H[2,3)",0.94306354966254
"Lab_H[3,)",1.48028061546242
"Lab_K[19,30)",0.529343359574469
"Lab_K[30,42)",0.743947497243284
"Lab_K[42,)",1.1105402640826
"Lab_K[8,19)",0.273463186523209
"Lab_B[11,13)",0.216240796422038
"Lab_B[13,15)",0.49492187410415
"Lab_B[15,17)",0.649771048608398
"Lab_B[17,)",0.945218865729055
"Vital_A[73,82)",0.477826546777655
"Vital_A[82,89)",0.672577515504037
"Vital_A[89,99)",0.836778516444592
"Vital_A[99,)",1.24831630098482
"Lab_G[11,13)",-0.706605432855583
"Lab_G[13,)",-1.11269337494036
"Lab_G[9,11)",-0.36503709104657
"Vital_B[105,115)",-0.179304457366234
"Vital_B[115,123)",-0.378588728609358
"Vital_B[123,133)",-0.431586327825348
"Vital_B[133,)",-0.648765243878039
"Vital_C[52,59)",-0.206342361606239
"Vital_C[59,64)",-0.370467067708321
"Vital_C[64,71)",-0.442094740508959
"Vital_C[71,)",-0.780011865079652
"Lab_M[10,14)",0.36088734648935
"Lab_M[14,19)",0.44782133600788
"Lab_M[19,)",0.702625034030458
"Lab_M[4,10)",0.204474740976138
"Lab_C[20,23)",-0.0750769211132548
"Lab_C[23,25)",-0.22201444227639
"Lab_C[25,28)",-0.230970032437355
"Lab_C[28,)",-0.347891261429946
"Lab_J[4,5)",-0.247359447587624
"Lab_J[5,)",-0.477004629839916
"Lab_F[28,31)",0.0662035680922226
"Lab_F[31,34)",0.204360872615775
"Lab_F[34,38)",0.256444780428572
"Lab_F[38,)",0.402036320469213
"Vital_D[69,76)",0.0787286563204324
"Vital_D[76,82)",0.196924923783506
"Vital_D[82,88)",0.337942829335355
"Vital_D[88,)",0.385565818481916
"Lab_I[130,196)",-0.232413432929054
"Lab_I[196,258)",-0.376797363958111
"Lab_I[258,327)",-0.465131146202974
"Lab_I[327,)",-0.717061949864503
"Vital_F[36,37)",-0.187002891234807
"Vital_F[37,)",-0.315672960815869
"Vital_G[95,97)",-0.0591070524837918
"Vital_G[97,98)",-0.0286405358995425
"Vital_G[98,99)",-0.156379988270908
"Vital_G[99,)",-0.134893290418996
"Lab_A[103,129)",0.0581428287787521
"Lab_A[129,149)",0.137698227727456
"Lab_A[149,174)",0.148945997797352
"Lab_A[174,)",0.196947351555496
"Lab_L[135,137)",0.0792361794067568
"Lab_L[137,139)",0.0742297853200994
"Lab_L[139,142)",0.145066234483125
"Lab_L[142,)",0.178885103848471
"Lab_E[100,103)",-0.198806040142872
"Lab_E[103,106)",-0.289743861320643
"Lab_E[106,109)",-0.349293382750319
"Lab_E[109,)",-0.580119287146978
