"","V1"
"Vital_E[15,18)",0.456212293618903
"Vital_E[18,20)",0.758451569999856
"Vital_E[20,22)",0.972943924904715
"Vital_E[22,)",1.36669790813206
"Age[49,59)",0.62100561848593
"Age[59,67)",1.00182259650488
"Age[67,75)",1.26680606293217
"Age[75,)",1.81050154188762
"Lab_H[1,2)",0.470300950416535
"Lab_H[2,3)",0.897324882549985
"Lab_H[3,)",1.43802794643799
"Lab_K[19,30)",0.482113665743082
"Lab_K[30,42)",0.717815084363711
"Lab_K[42,)",1.03219734747986
"Lab_K[8,19)",0.230827335820736
"Lab_B[11,13)",0.267368080796221
"Lab_B[13,15)",0.531280786858109
"Lab_B[15,17)",0.699033926011988
"Lab_B[17,)",1.07750272150565
"Vital_A[73,82)",0.516357364234337
"Vital_A[82,89)",0.692344026295119
"Vital_A[89,99)",0.874943462855011
"Vital_A[99,)",1.25419960427455
"Lab_G[11,13)",-0.367877104265626
"Lab_G[13,)",-0.548670452914403
"Lab_G[9,11)",-0.20449977933114
"Vital_B[105,115)",-0.188953302643422
"Vital_B[115,123)",-0.301682984037502
"Vital_B[123,133)",-0.308566223879292
"Vital_B[133,)",-0.470817991806171
"Vital_C[52,59)",-0.1871494185753
"Vital_C[59,64)",-0.257189248768809
"Vital_C[64,71)",-0.279530067091037
"Vital_C[71,)",-0.546683118669817
