"","V1"
"Vital_E[15,18)",0.479564477589952
"Vital_E[18,20)",0.79123591399193
"Vital_E[20,22)",1.00868567034506
"Vital_E[22,)",1.38148810289294
"Age[49,59)",0.611245669214026
"Age[59,67)",1.01405540812737
"Age[67,75)",1.3027373874442
"Age[75,)",1.82641168926147
"Lab_H[1,2)",0.463933802455687
"Lab_H[2,3)",0.913542373552201
"Lab_H[3,)",1.46401306901148
"Lab_K[19,30)",0.47852738076907
"Lab_K[30,42)",0.777966299878762
"Lab_K[42,)",1.08217119621356
"Lab_K[8,19)",0.252905248247055
"Lab_B[11,13)",0.256725442940764
"Lab_B[13,15)",0.516699646285297
"Lab_B[15,17)",0.698046509971007
"Lab_B[17,)",1.08278134943424
"Vital_A[73,82)",0.489663128909567
"Vital_A[82,89)",0.706290333480411
"Vital_A[89,99)",0.87804551539409
"Vital_A[99,)",1.3148067485012
"Lab_G[11,13)",-0.436214046772814
"Lab_G[13,)",-0.64907557875731
"Lab_G[9,11)",-0.261560288435788
"Vital_B[105,115)",-0.206119697235254
"Vital_B[115,123)",-0.310330020326124
"Vital_B[123,133)",-0.309488954802558
"Vital_B[133,)",-0.482552975689246
"Vital_C[52,59)",-0.128905100690196
"Vital_C[59,64)",-0.170283903252117
"Vital_C[64,71)",-0.187669723492747
"Vital_C[71,)",-0.436270626784465
"Lab_M[10,14)",0.257228521769812
"Lab_M[14,19)",0.348202137991398
"Lab_M[19,)",0.568173103654889
"Lab_M[4,10)",0.118557920152413
