"","V1"
"Age[49,58)",0.520831872720478
"Age[58,67)",1.05489407046334
"Age[67,76)",1.34446766720284
"Age[76,)",1.90437148030337
"Vital_E[15,18)",0.467567396127507
"Vital_E[18,20)",0.831506787557916
"Vital_E[20,22)",0.965225430816552
"Vital_E[22,)",1.41881531211741
"Lab_H[1,2)",0.504961993119012
"Lab_H[2,3)",0.92851695290817
"Lab_H[3,)",1.50768715615464
"Lab_K[20,30)",0.597359224884367
"Lab_K[30,42)",0.834123046908032
"Lab_K[42,)",1.11328978455998
"Lab_K[8,20)",0.321215368682712
"Lab_B[11,13)",0.162674027304223
"Lab_B[13,15)",0.549490772264855
"Lab_B[15,17)",0.607553990778615
"Lab_B[17,)",0.983860332119398
"Vital_A[72,81)",0.484475740874754
"Vital_A[81,89)",0.650447651838595
"Vital_A[89,98)",0.842087494142388
"Vital_A[98,)",1.14805469449683
"Lab_G[11,13)",-0.481249825219322
"Lab_G[13,)",-0.721633284101896
"Lab_G[9,11)",-0.269274136476874
"Lab_M[10,14)",0.233067827012385
"Lab_M[14,19)",0.345458875365966
"Lab_M[19,)",0.540634110739967
"Lab_M[4,10)",0.148961466619322
