"","V1"
"Age[49,58)",0.514034757320686
"Age[58,67)",0.960762959954399
"Age[67,76)",1.29783243567254
"Age[76,)",1.84042080778587
"Vital_E[15,18)",0.52401775965024
"Vital_E[18,20)",0.849502419578101
"Vital_E[20,22)",1.02251800631895
"Vital_E[22,)",1.51889692078066
"Lab_H[1,2)",0.483985653559064
"Lab_H[2,3)",0.906477934296981
"Lab_H[3,)",1.49561381212434
"Lab_K[20,30)",0.567690866399325
"Lab_K[30,42)",0.731692900595697
"Lab_K[42,)",1.10121890755426
"Lab_K[8,20)",0.213222518830857
"Lab_B[11,13)",0.262764638035935
"Lab_B[13,15)",0.627817919711571
"Lab_B[15,17)",0.712274173851785
"Lab_B[17,)",1.09789599636518
"Vital_A[72,81)",0.477345341288758
"Vital_A[81,89)",0.56989360941113
"Vital_A[89,98)",0.813962797013035
"Vital_A[98,)",1.11043877877165
"Lab_G[11,13)",-0.319383502558292
"Lab_G[13,)",-0.556369187253485
"Lab_G[9,11)",-0.0674068440714824
"Lab_M[10,14)",0.16613663869165
"Lab_M[14,19)",0.250983779284398
"Lab_M[19,)",0.455750071761159
"Lab_M[4,10)",0.130893100465027
"Vital_C[52,58)",-0.0683594707000151
"Vital_C[58,64)",-0.276868333076698
"Vital_C[64,70)",-0.247563292162392
"Vital_C[70,)",-0.336875868282178
"Lab_F[28,31)",-0.167132572633808
"Lab_F[31,34)",-0.0932146832868336
"Lab_F[34,37)",-0.0574167464617875
"Lab_F[37,)",-0.071454231899626
"Vital_B[105,115)",-0.0839378749506579
"Vital_B[115,123)",-0.15692535624933
"Vital_B[123,133)",-0.251365580685555
"Vital_B[133,)",-0.43144097739705
